ID,First,Last,Team,Pos,JNo,Wgt,Ovr,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr,Rank
22,Mark,Hardy,LA,D,24,204,47,3,3,2,3,1,3,Left,2,0,2,1,2,3,Bad
23,Brent,Thompson,LA,D,3,180,40,2,2,1,2,1,2,Left,2,0,2,1,1,4,Bad
24,Tim,Watters,LA,D,5,188,41,2,2,1,2,1,2,Left,2,0,2,1,2,2,Bad
25,Rene,Chapdlaine,LA,D,8,204,32,1,1,0,1,0,1,Right,1,0,1,3,1,3,Bad
1,Patrick,Roy,MTL,G,33,188,94,6,4,4,4,6,0,Right,0,0,5,5,6,6,Elite
2,Andre,Racicot,MTL,G,37,172,46,2,3,3,3,3,0,Right,0,0,2,2,2,2,Bad
3,Kirk,Muller,MTL,F,11,212,80,4,4,4,4,4,4,Left,4,4,4,1,4,3,Good
4,Stephan,Lebeau,MTL,F,47,180,74,4,4,4,3,3,2,Right,4,5,4,0,3,1,Good
5,Denis,Savard,MTL,F,18,180,75,5,4,4,3,3,2,Right,5,3,3,0,4,3,Good
6,Guy,Carbonneau,MTL,F,21,188,62,4,3,2,4,2,4,Right,4,1,3,3,4,1,Average
7,Vincent,Damphousse,MTL,F,25,188,74,4,4,4,3,3,2,Left,5,3,4,2,4,3,Good
8,Gilbert,Dionne,MTL,F,45,204,61,3,4,3,3,3,2,Left,3,3,3,2,3,2,Average
9,John,Leclair,MTL,F,17,228,62,3,4,3,3,3,3,Left,3,3,3,2,2,2,Average
10,Benoit,Brunet,MTL,F,22,188,47,2,2,3,2,2,2,Left,2,3,2,2,2,2,Bad
11,Mario,Roberge,MTL,F,32,188,39,1,1,1,1,2,3,Left,1,3,1,3,1,4,Bad
12,Brian,Bellows,MTL,F,23,204,74,4,4,4,3,4,2,Right,4,4,4,2,4,2,Good
13,Mike,Keane,MTL,F,12,180,62,3,4,4,3,2,3,Right,2,3,3,0,3,3,Average
14,Gary,Leeman,MTL,F,26,180,61,4,4,3,2,3,2,Right,3,3,3,2,3,2,Average
15,Todd,Ewen,MTL,F,36,228,40,1,1,2,1,1,3,Right,1,2,2,3,1,4,Bad
16,Ed,Ronan,MTL,F,31,204,44,2,2,2,1,2,3,Right,2,2,1,4,2,1,Bad
17,Eric,Desjardins,MTL,D,28,212,68,4,3,3,4,3,4,Right,4,2,4,2,3,3,Average
18,Matt,Schneider,MTL,D,27,196,66,3,4,3,3,3,3,Left,4,2,4,2,4,3,Average
19,Patrice,Brisebois,MTL,D,43,180,55,3,3,3,3,3,3,Right,2,2,4,3,2,3,Bad
20,Kevin,Haller,MTL,D,14,188,45,2,2,2,3,1,2,Left,1,2,4,5,2,3,Bad
21,Rob,Ramage,MTL,D,5,212,52,3,2,2,3,3,4,Right,3,1,3,5,3,4,Bad
22,J.J.,Daigneault,MTL,D,48,188,60,4,3,2,4,4,3,Left,3,2,4,4,2,2,Average
23,Lyle,Odelein,MTL,D,24,212,47,3,2,2,4,2,3,Left,2,0,3,3,2,4,Bad
24,Sean,Hill,MTL,D,38,204,44,2,2,2,2,2,3,Right,2,1,2,3,1,4,Bad
25,Donald,Dufresne,MTL,D,34,212,43,2,2,1,2,2,3,Right,2,1,2,3,1,3,Bad
1,Chris,Terreri,NJ,G,31,156,61,4,4,4,4,3,0,Right,0,0,3,3,3,3,Good
2,Craig,Billington,NJ,G,1,172,42,3,4,2,2,1,0,Right,0,0,2,2,2,2,Bad
3,Alexnder,Semak,NJ,F,20,188,73,4,3,4,4,3,3,Right,4,4,3,2,4,2,Good
4,Bernie,Nicholls,NJ,F,19,188,61,3,3,4,3,3,1,Right,4,2,3,0,4,3,Average
5,Peter,Stastny,NJ,F,26,212,70,4,3,3,4,3,3,Left,4,4,3,2,4,1,Average
6,Janne,Ojanen,NJ,F,34,212,47,2,2,3,2,2,2,Left,2,2,2,2,3,2,Bad
7,Valeri,Zelepukin,NJ,F,25,188,68,4,4,4,3,3,1,Left,4,3,3,1,4,3,Average
8,John,MacLean,NJ,F,15,212,63,3,3,3,4,4,3,Right,3,3,4,4,2,3,Average
9,Bobby,Holik,NJ,F,16,220,64,3,4,3,3,3,3,Right,3,3,4,5,3,3,Average
10,Tom,Chorske,NJ,F,9,212,48,2,2,3,2,1,2,Right,3,2,2,2,3,2,Bad
11,Troy,Mallette,NJ,F,8,220,44,2,2,2,2,1,1,Left,2,4,1,3,1,3,Bad
12,Stephane,Richer,NJ,F,44,212,72,4,4,4,3,5,2,Right,4,3,4,4,3,2,Good
13,Claude,Lemieux,NJ,F,22,228,68,4,4,4,3,4,3,Right,3,2,4,3,3,4,Average
14,Bill,Guerin,NJ,F,12,212,49,2,2,3,2,3,2,Right,3,3,2,3,2,3,Bad
15,Randy,McKay,NJ,F,21,188,45,2,2,2,2,2,2,Right,2,2,3,4,2,4,Bad
16,Scott,Pellerin,NJ,F,18,188,50,2,3,3,3,2,2,Left,2,3,2,2,2,3,Bad
17,Dave,Barr,NJ,F,11,204,53,3,3,2,3,3,3,Right,2,3,3,2,2,2,Bad
18,Scott,Stevens,NJ,D,4,228,76,4,4,3,4,4,5,Left,4,2,5,0,4,3,Good
19,Vachslav,Fetisov,NJ,D,2,228,61,4,2,2,4,4,4,Left,4,1,3,0,4,4,Average
20,Bruce,Driver,NJ,D,23,188,60,3,3,3,4,2,3,Left,3,2,4,2,3,2,Average
21,Scott,Niedrmayer,NJ,D,27,212,58,3,3,3,3,3,3,Left,3,2,3,1,3,2,Bad
22,Alexei,Kasatonov,NJ,D,7,228,62,4,3,2,3,4,4,Left,4,1,3,1,4,2,Average
23,Ken,Daneyko,NJ,D,3,220,45,2,2,1,4,1,4,Left,2,0,4,4,1,4,Bad
24,Tommy,Albelin,NJ,D,6,196,47,3,2,2,3,2,2,Left,3,0,3,3,2,2,Bad
25,Myles,O'Connor,NJ,D,5,196,32,1,1,0,1,1,1,Left,1,0,1,3,0,3,Bad
1,Glenn,Healy,NYI,G,35,180,47,2,4,4,4,2,0,Right,0,0,2,2,2,2,Average
2,Mark,Fitzpatrik,NYI,G,30,196,44,2,4,2,2,3,0,Right,0,0,2,2,2,2,Bad
3,Pierre,Turgeon,NYI,F,77,212,82,4,4,5,3,4,3,Left,4,5,5,1,4,1,Great
4,Benoit,Hogue,NYI,F,33,196,78,4,5,4,3,3,2,Left,4,5,4,1,4,3,Good
5,Marty,McInnis,NYI,F,18,172,54,3,3,3,2,2,2,Right,3,3,3,0,2,2,Bad
6,Travis,Green,NYI,F,39,204,46,2,2,3,2,2,3,Right,2,1,2,3,2,2,Bad
7,Ray,Ferraro,NYI,F,20,188,63,3,3,3,3,4,2,Left,4,3,4,3,3,3,Average
8,Claude,Loiselle,NYI,F,10,204,47,3,2,2,1,1,3,Left,3,3,1,5,2,4,Bad
9,Steve,Thomas,NYI,F,32,188,72,4,4,4,3,3,4,Left,3,3,4,2,4,3,Good
10,Derek,King,NYI,F,27,212,64,3,2,4,3,4,1,Left,4,5,4,2,2,2,Average
11,Dave,Volek,NYI,F,25,188,60,4,4,3,2,2,1,Left,4,2,4,5,3,2,Average
12,Patrick,Flatley,NYI,F,26,204,62,3,2,4,3,2,3,Right,4,2,4,0,4,2,Average
13,Brian,Mullen,NYI,F,16,188,59,3,3,3,3,3,2,Left,3,3,4,5,3,1,Bad
14,Brad,Dalgarno,NYI,F,15,228,46,1,2,3,2,1,1,Right,2,4,2,1,2,3,Bad
15,Tom,Fitzgerald,NYI,F,14,204,46,2,2,2,3,2,2,Right,2,2,3,2,2,2,Bad
16,Dan,Marois,NYI,F,17,196,46,3,3,2,1,3,1,Right,3,1,2,4,2,3,Bad
17,Mick,Vukota,NYI,F,12,204,39,2,3,1,1,1,1,Right,1,1,2,4,1,4,Bad
18,Vladimir,Malakhov,NYI,D,23,220,63,3,3,4,3,4,3,Left,3,2,4,2,3,3,Average
19,Darius,Kasparitis,NYI,D,11,196,57,4,3,2,3,3,4,Left,3,1,3,2,3,4,Bad
20,Jeff,Norton,NYI,D,8,204,56,3,3,4,3,2,2,Left,2,2,4,1,3,2,Bad
21,Uwe,Krupp,NYI,D,4,250,53,2,2,3,4,3,3,Right,2,2,4,1,3,2,Bad
22,Tom,Kurvers,NYI,D,28,204,59,3,3,4,3,4,2,Left,3,1,4,1,3,2,Bad
23,Scott,Lachance,NYI,D,7,204,53,2,2,2,4,3,3,Left,3,2,4,1,3,3,Bad
24,Dennis,Vaske,NYI,D,37,220,38,1,1,2,1,2,2,Left,1,1,1,1,1,3,Bad
25,Richard,Pilon,NYI,D,47,212,46,3,3,1,2,3,3,Left,2,1,2,5,1,5,Bad
1,John,Vanbiesbrk,NYR,G,34,180,62,3,4,5,5,3,0,Right,0,0,3,4,3,4,Good
2,Mike,Richter,NYR,G,35,196,60,3,4,4,4,3,0,Right,0,0,4,4,4,4,Average
3,Mark,Messier,NYR,F,11,220,85,5,4,4,4,3,5,Left,5,3,4,0,5,3,Great
4,Sergei,Nemchinov,NYR,F,13,188,72,4,3,3,5,3,4,Left,3,4,5,2,3,2,Good
5,Darren,Turcotte,NYR,F,8,188,70,4,4,4,3,3,2,Left,4,3,4,4,3,2,Average
6,Ed,Olczyk,NYR,F,12,212,65,4,3,3,3,4,2,Left,4,3,3,4,4,2,Average
7,Esa,Tikkanen,NYR,F,10,212,80,5,5,3,4,4,5,Left,4,2,4,4,4,3,Good
8,Adam,Graves,NYR,F,9,188,68,4,4,4,3,2,3,Left,3,3,4,5,3,4,Average
9,Phil,Bourque,NYR,F,29,204,56,2,4,2,3,2,4,Left,3,2,3,2,2,2,Bad
10,Jan,Erixon,NYR,F,20,204,54,3,3,2,3,2,2,Left,3,3,3,0,3,1,Bad
11,Steven,King,NYR,F,25,196,47,2,2,3,2,2,1,Right,2,3,3,4,2,2,Bad
12,Mike,Gartner,NYR,F,22,196,85,5,5,4,4,5,2,Right,5,3,5,5,5,2,Great
13,Tony,Amonte,NYR,F,33,188,65,4,4,4,3,3,1,Right,3,3,4,3,3,2,Average
14,Alexei,Kovalev,NYR,F,27,196,60,4,3,3,3,3,1,Left,3,4,3,4,3,3,Average
15,Paul,Broten,NYR,F,37,196,41,1,1,2,3,1,2,Right,1,2,2,3,1,2,Bad
16,Joey,Kocur,NYR,F,26,204,43,2,1,1,3,2,3,Right,2,1,2,4,2,4,Bad
17,Mike,Hartman,NYR,F,18,196,40,2,3,1,0,1,3,Left,1,1,1,5,1,4,Bad
18,Brian,Leetch,NYR,D,2,188,76,6,3,4,4,4,2,Left,5,1,5,2,5,2,Good
19,James,Patrick,NYR,D,3,212,71,4,4,3,4,4,4,Right,4,1,4,2,4,3,Good
20,Sergei,Zubov,NYR,D,21,196,60,3,3,3,4,3,3,Right,3,2,3,1,3,0,Average
21,Jeff,Beukeboom,NYR,D,23,228,46,2,2,2,4,2,3,Right,2,0,3,0,2,4,Bad
22,Kevin,Lowe,NYR,D,4,204,62,4,3,2,4,3,4,Left,4,1,3,1,3,3,Average
23,Peter,Andersson,NYR,D,5,212,49,2,3,3,2,2,2,Left,3,1,2,4,3,2,Bad
24,Jay,Wells,NYR,D,24,220,44,2,2,2,2,2,3,Left,2,0,2,1,2,4,Bad
25,Joe,Cirella,NYR,D,6,220,48,3,3,2,2,3,2,Right,2,2,3,3,2,3,Bad
1,Peter,Sidorkwicz,OTW,G,31,188,40,2,3,1,1,2,0,Right,0,0,2,2,2,2,Bad
2,Daniel,Berthiaume,OTW,G,32,148,42,3,3,1,1,2,0,Right,0,0,2,2,2,2,Bad
3,Jamie,Baker,OTW,F,13,196,59,3,3,3,3,3,2,Left,3,3,4,2,3,2,Bad
4,Mark,Lamb,OTW,F,7,188,56,4,3,2,4,2,3,Left,3,1,3,3,3,3,Bad
5,Neil,Brady,OTW,F,12,212,48,2,2,3,3,2,2,Left,2,2,3,1,3,3,Bad
6,Mark,Freer,OTW,F,11,188,49,2,2,3,3,2,2,Left,2,3,4,3,2,2,Bad
7,Laurie,Boschman,OTW,F,16,188,54,4,2,2,4,2,3,Left,3,2,3,5,2,3,Bad
8,David,Archibald,OTW,F,15,196,45,2,2,2,3,2,1,Left,2,2,3,5,2,2,Bad
9,Rob,Murphy,OTW,F,18,212,43,1,2,2,2,2,3,Left,2,1,2,4,1,2,Bad
10,Sylvain,Turgeon,OTW,F,61,212,60,4,4,3,3,3,2,Left,3,2,3,5,2,3,Average
11,Mike,Peluso,OTW,F,44,212,47,2,2,2,3,2,3,Left,1,3,3,5,2,5,Bad
12,Doug,Smail,OTW,F,9,180,47,3,3,2,3,2,2,Left,2,1,2,4,2,3,Bad
13,Jeff,Lazaro,OTW,F,28,188,50,3,3,3,1,2,2,Left,3,3,1,5,2,2,Bad
14,Darcy,Loewen,OTW,F,10,188,41,2,2,1,2,2,1,Left,1,2,2,4,2,4,Bad
15,Bob,Kudelski,OTW,F,26,212,60,3,3,3,3,3,2,Right,3,4,3,4,3,2,Average
16,Jody,Hull,OTW,F,17,212,49,2,2,3,3,2,3,Right,2,2,3,3,2,1,Bad
17,Andrew,McBain,OTW,F,20,212,48,2,2,3,3,2,3,Right,2,2,2,1,2,2,Bad
18,Tomas,Jelinek,OTW,D,25,196,45,2,2,2,2,2,1,Left,3,2,2,5,1,3,Bad
19,Norm,Maciver,OTW,D,22,188,61,3,3,4,4,3,3,Left,2,2,4,1,3,3,Average
20,Brad,Shaw,OTW,D,4,196,51,3,2,3,3,3,2,Right,3,1,3,2,3,2,Bad
21,Darren,Rumble,OTW,D,34,212,45,2,2,2,3,2,3,Left,2,0,3,4,2,3,Bad
22,Chris,Luongo,OTW,D,23,188,41,2,2,1,3,1,1,Right,2,0,2,4,2,3,Bad
23,Ken,Hammond,OTW,D,5,196,45,3,2,1,3,2,3,Left,2,1,3,5,1,3,Bad
24,Gord,Dineen,OTW,D,6,204,39,1,1,2,2,1,2,Right,1,1,2,5,1,3,Bad
25,Brad,Marsh,OTW,D,14,228,40,2,2,0,3,1,3,Left,1,0,2,5,2,2,Bad
1,Tommy,Soderstrom,PHI,G,30,164,72,4,4,5,5,4,0,Right,0,0,3,4,3,4,Great
2,Dominic,Roussel,PHI,G,33,188,49,3,3,3,3,3,0,Right,0,0,3,3,2,2,Average
3,Steph,Beauregard,PHI,G,35,196,35,2,3,0,0,1,0,Left,0,0,2,2,2,2,Bad
4,Eric,Lindros,PHI,F,88,236,84,4,3,4,4,4,5,Right,4,6,5,2,4,4,Great
5,Rod,BrindAmour,PHI,F,17,212,75,4,3,4,4,4,3,Left,4,4,4,2,4,3,Good
6,Pelle,Eklund,PHI,F,9,180,75,5,4,4,3,3,3,Left,4,3,4,0,4,1,Good
7,Josef,Beranek,PHI,F,42,188,55,3,3,3,3,2,1,Left,3,3,3,4,3,3,Bad
8,Keith,Acton,PHI,F,25,172,55,2,2,2,4,3,4,Left,3,2,4,2,3,2,Bad
9,Vachslav,Butsayev,PHI,F,22,188,43,2,2,2,2,2,2,Left,2,0,2,1,2,3,Bad
10,Brent,Fedyk,PHI,F,18,204,54,2,2,4,3,3,3,Right,2,3,3,1,2,2,Bad
11,Doug,Evans,PHI,F,15,188,46,2,2,2,2,2,2,Left,2,3,2,2,2,3,Bad
12,Andrei,Lomakin,PHI,F,23,196,57,4,3,3,2,3,1,Left,3,3,3,2,4,2,Bad
13,Dave,Snuggerud,PHI,F,14,196,48,3,3,2,2,2,2,Left,3,1,2,5,3,1,Bad
14,Claude,Boivin,PHI,F,10,212,41,1,1,2,1,2,2,Left,1,4,1,2,1,4,Bad
15,Mark,Recchi,PHI,F,8,188,83,5,4,5,3,4,3,Left,4,5,4,1,4,3,Great
16,Kevin,Dineen,PHI,F,11,196,68,4,5,3,4,2,2,Right,3,3,4,5,3,4,Average
17,Dave,Brown,PHI,F,21,212,35,1,1,0,2,1,2,Right,1,0,2,5,1,3,Bad
18,Garry,Galley,PHI,D,3,196,52,2,2,3,4,2,3,Left,3,1,3,2,3,3,Bad
19,Dimitri,Yushkevich,PHI,D,2,196,59,4,3,3,4,3,2,Left,3,1,4,3,3,3,Bad
20,Greg,Hawgood,PHI,D,20,196,58,4,3,3,3,3,2,Left,3,2,3,1,3,3,Bad
21,Terry,Carkner,PHI,D,29,220,46,2,2,2,3,2,3,Left,2,1,3,0,2,4,Bad
22,Ric,Nattress,PHI,D,5,220,49,2,2,3,3,2,2,Right,2,3,3,3,2,2,Bad
23,Ryan,McGill,PHI,D,27,204,45,2,2,2,3,2,2,Right,2,1,3,4,1,4,Bad
24,Gord,Hynes,PHI,D,26,172,45,2,2,2,2,1,3,Left,2,2,2,5,2,2,Bad
25,Shawn,Cronin,PHI,D,44,220,38,1,1,1,1,1,2,Left,1,3,1,5,1,3,Bad
1,Tom,Barrasso,PIT,G,35,220,74,4,4,5,5,4,0,Left,0,0,4,4,4,4,Great
2,Ken,Wregget,PIT,G,31,204,48,2,3,4,4,2,0,Right,0,0,3,2,3,2,Average
3,Mario,Lemieux,PIT,F,66,220,100,5,4,6,4,4,3,Right,6,6,6,0,6,2,Elite
4,Ron,Francis,PIT,F,10,212,75,4,3,4,4,4,4,Left,4,3,4,0,4,2,Good
5,Shawn,McEachern,PIT,F,15,196,59,3,3,3,3,3,2,Left,3,3,4,3,3,2,Bad
6,Mike,Stapleton,PIT,F,26,188,45,3,2,2,2,2,2,Right,2,1,2,5,3,0,Bad
7,Kevin,Stevens,PIT,F,25,228,77,3,4,5,3,3,3,Left,4,4,5,3,4,4,Good
8,Dave,Tippett,PIT,F,14,188,48,2,3,2,3,2,2,Left,2,2,3,1,2,2,Bad
9,Troy,Loney,PIT,F,24,220,48,2,3,2,3,2,4,Left,2,1,3,2,1,3,Bad
10,Jeff,Daniels,PIT,F,20,212,44,2,2,1,2,2,2,Left,2,3,2,4,2,1,Bad
11,Jaromir,Jagr,PIT,F,68,220,80,5,4,4,3,3,4,Left,5,3,4,1,4,2,Good
12,Rick,Tocchet,PIT,F,22,212,69,2,2,5,4,4,3,Right,3,5,4,1,3,4,Average
13,Joe,Mullen,PIT,F,7,188,73,4,3,4,3,3,3,Right,4,5,4,2,3,0,Good
14,Martin,Straka,PIT,F,82,180,49,3,3,3,2,2,2,Left,2,2,2,0,3,2,Bad
15,Mike,Needham,PIT,F,39,188,46,2,2,2,2,2,2,Right,2,3,2,5,2,1,Bad
16,Jay,Caufield,PIT,F,16,250,36,1,2,0,1,1,3,Right,1,0,1,3,1,4,Bad
17,Larry,Murphy,PIT,D,55,220,74,4,3,4,5,4,3,Right,4,2,5,1,4,3,Good
18,Ulf,Samuelsson,PIT,D,5,204,68,4,4,3,5,3,5,Left,3,0,4,1,3,5,Average
19,Jim,Paek,PIT,D,2,204,46,2,3,2,2,2,2,Left,2,1,3,1,2,2,Bad
20,Paul,Stanton,PIT,D,23,204,52,3,3,2,3,4,3,Right,2,1,3,5,4,3,Bad
21,Peter,Taglianeti,PIT,D,32,212,49,2,2,2,3,3,4,Left,3,0,4,3,2,4,Bad
22,Mike,Ramsey,PIT,D,6,204,48,3,2,2,3,2,3,Left,2,2,3,1,2,2,Bad
23,Kjell,Samuelsson,PIT,D,28,250,49,2,2,1,3,4,4,Right,3,1,4,5,2,3,Bad
24,Grant,Jennings,PIT,D,3,212,43,2,2,1,3,2,3,Left,2,0,2,3,1,3,Bad
25,Bryan,Fogarty,PIT,D,33,204,38,1,1,2,1,1,2,Left,2,0,1,0,1,1,Bad
1,Ron,Hextall,QUE,G,27,196,68,4,4,4,4,4,0,Right,0,0,4,4,3,3,Good
2,Stephane,Fiset,QUE,G,35,180,46,3,4,3,3,2,0,Right,0,0,2,2,2,2,Average
3,Joe,Sakic,QUE,F,19,188,83,4,4,5,4,4,2,Left,4,5,5,2,5,2,Great
4,Mike,Ricci,QUE,F,9,196,73,4,4,4,3,3,3,Left,3,5,3,0,4,3,Good
5,Claude,Lapointe,QUE,F,47,180,56,3,3,3,4,2,2,Left,3,2,3,1,2,3,Bad
6,Martin,Rucinsky,QUE,F,25,180,51,3,2,3,2,3,1,Left,3,3,3,1,3,2,Bad
7,Valeri,Kamensky,QUE,F,31,204,73,4,4,4,3,5,2,Right,4,3,4,1,4,2,Good
8,Mike,Hough,QUE,F,18,196,53,3,2,3,3,3,2,Left,3,2,3,2,3,3,Bad
9,Gino,Cavallini,QUE,F,44,228,46,1,3,2,2,2,2,Left,2,3,2,2,2,2,Bad
10,Scott,Pearson,QUE,F,22,212,48,2,2,2,2,2,3,Left,2,4,3,5,2,4,Bad
11,Bill,Lindsay,QUE,F,20,188,43,1,2,2,2,2,2,Left,2,1,2,3,2,1,Bad
12,Chris,Simon,QUE,F,12,242,34,1,1,1,0,1,2,Left,1,1,0,5,1,5,Bad
13,Tony,Twist,QUE,F,15,220,33,1,1,1,0,1,1,Left,1,0,1,4,1,4,Bad
14,Mats,Sundin,QUE,F,13,196,79,4,4,5,4,4,1,Right,4,5,4,0,4,3,Good
15,Owen,Nolan,QUE,F,11,204,71,4,4,4,3,4,1,Right,4,4,4,3,3,4,Good
16,Andrei,Kovalenko,QUE,F,51,164,69,3,4,4,3,3,3,Left,3,4,4,1,3,2,Average
17,Scott,Young,QUE,F,48,196,60,3,3,3,4,3,2,Right,3,3,3,4,3,1,Average
18,Steve,Duchesne,QUE,D,28,204,72,4,4,4,4,4,2,Left,4,2,4,1,4,2,Good
19,Curtis,Leschyshyn,QUE,D,7,212,62,3,4,3,4,2,3,Left,2,3,4,0,3,2,Average
20,Alexei,Gusarov,QUE,D,5,188,61,3,3,3,3,3,3,Left,3,3,4,0,3,2,Average
21,Kerry,Huffman,QUE,D,2,212,55,3,3,3,3,3,3,Left,3,1,3,2,2,3,Bad
22,Adam,Foote,QUE,D,52,188,47,2,2,2,4,1,3,Right,2,1,3,2,2,4,Bad
23,Steven,Finn,QUE,D,29,204,48,2,2,2,3,3,3,Left,2,2,3,4,2,4,Bad
24,Mikhail,Tatarinov,QUE,D,4,204,58,3,3,2,2,5,4,Left,4,1,2,4,4,3,Bad
25,Craig,Wolanin,QUE,D,6,212,41,2,2,2,2,1,2,Left,1,1,2,1,1,4,Bad
1,Arturs,Irbe,SJ,G,32,180,50,2,4,4,4,3,0,Right,0,0,3,3,2,2,Average
2,Jeff,Hackett,SJ,G,30,180,40,2,3,1,1,2,0,Right,0,0,2,2,2,2,Bad
3,Brian,Hayward,SJ,G,1,188,38,2,3,0,0,2,0,Right,0,0,2,2,2,2,Bad
4,Kelly,Kisio,SJ,F,11,188,63,2,2,4,4,3,3,Right,3,4,4,0,3,3,Average
5,Rob,Gaudreau,SJ,F,37,188,56,3,3,3,3,3,2,Right,2,3,4,5,3,1,Bad
6,Dean,Evason,SJ,F,12,188,46,1,1,2,3,2,3,Right,2,3,3,3,2,3,Bad
7,Mike,Sullivan,SJ,F,47,188,46,2,3,2,3,2,1,Left,2,1,4,5,2,1,Bad
8,Perry,Berezan,SJ,F,16,196,53,4,4,2,2,2,3,Right,2,2,2,5,3,3,Bad
9,Robin,Bawa,SJ,F,26,228,41,2,2,1,1,2,1,Right,1,4,1,3,2,3,Bad
10,Johan,Garpenlov,SJ,F,10,188,55,3,3,4,2,2,1,Left,3,3,3,1,2,2,Bad
11,Jeff,Odgers,SJ,F,36,212,46,1,2,3,2,2,2,Left,2,3,3,4,1,5,Bad
12,John,Carter,SJ,F,20,172,44,2,2,2,2,2,2,Left,2,1,2,5,2,3,Bad
13,David,Maley,SJ,F,25,204,38,1,1,1,1,2,3,Left,2,0,1,4,1,4,Bad
14,Pat,Falloon,SJ,F,17,196,61,4,4,3,2,3,1,Right,4,2,4,5,3,1,Average
15,Ed,Courtenay,SJ,F,39,212,45,2,2,3,3,1,1,Right,1,3,2,1,2,1,Bad
16,Mark,Pederson,SJ,F,18,204,47,2,2,3,2,2,2,Left,2,3,2,5,2,2,Bad
17,Doug,Wilson,SJ,D,24,196,65,4,3,3,3,6,3,Left,4,1,3,3,4,3,Average
18,Neil,Wilkinson,SJ,D,5,196,49,3,3,1,3,2,3,Right,3,0,4,4,4,3,Bad
19,Sandis,Ozolinsh,SJ,D,6,196,59,3,3,3,3,3,3,Left,3,2,4,2,3,3,Bad
20,Tom,Pederson,SJ,D,41,172,46,1,2,3,2,2,2,Right,2,2,2,4,3,2,Bad
21,Doug,Zmolek,SJ,D,19,236,46,2,2,2,3,2,3,Left,2,1,3,5,2,4,Bad
22,David,Williams,SJ,D,3,204,42,2,2,2,2,2,2,Right,2,0,2,2,1,3,Bad
23,Jay,More,SJ,D,4,196,49,3,2,1,3,4,3,Right,3,1,3,5,3,4,Bad
24,Peter,Ahola,SJ,D,21,212,45,2,2,1,3,2,3,Left,2,1,3,4,2,2,Bad
25,Rob,Zettler,SJ,D,2,196,45,2,2,1,3,2,2,Left,3,0,3,4,3,4,Bad
1,Curtis,Joseph,STL,G,31,188,77,4,4,6,6,4,0,Right,0,0,3,3,4,4,Great
2,Guy,Hebert,STL,G,29,188,44,2,3,3,3,2,0,Right,0,0,2,2,2,2,Bad
3,Craig,Janney,STL,F,15,196,75,4,3,5,4,3,2,Left,4,4,4,0,4,0,Good
4,Nelson,Emerson,STL,F,7,172,70,4,4,4,3,3,2,Right,4,3,4,1,3,2,Average
5,Ron,Sutter,STL,F,22,188,65,3,3,3,4,2,4,Right,3,3,4,3,4,3,Average
6,Ron,Wilson,STL,F,18,188,50,3,3,2,4,1,2,Left,2,2,4,3,2,2,Bad
7,Bob,Bassen,STL,F,28,172,57,3,4,2,2,2,4,Left,3,3,2,3,2,3,Bad
8,Philippe,Bozon,STL,F,36,188,42,2,2,2,2,2,1,Left,2,1,2,5,1,3,Bad
9,Igor,Korolev,STL,F,38,196,45,2,2,2,3,2,2,Left,2,1,3,0,2,1,Bad
10,Dave,Lowry,STL,F,10,204,47,2,2,2,3,2,3,Left,2,2,3,4,2,4,Bad
11,Basil,McRae,STL,F,17,212,44,2,2,2,2,2,2,Left,2,1,3,4,1,5,Bad
12,Brendan,Shanahan,STL,F,19,220,76,3,3,5,4,4,2,Right,4,5,4,2,4,4,Good
13,Brett,Hull,STL,F,16,212,81,4,4,5,3,6,3,Right,5,3,4,4,3,2,Great
14,Kevin,Miller,STL,F,14,196,65,4,3,3,4,3,3,Right,3,3,4,3,3,3,Average
15,Rich,Sutter,STL,F,23,196,50,3,3,2,4,1,2,Right,2,2,4,5,2,3,Bad
16,Kelly,Chase,STL,F,39,204,36,1,1,1,2,1,1,Right,1,1,2,3,1,5,Bad
17,Jeff,Brown,STL,D,21,212,71,3,3,4,4,5,2,Right,4,3,5,1,4,2,Good
18,Garth,Butcher,STL,D,5,212,55,2,3,2,4,2,4,Right,3,1,4,4,3,4,Bad
19,Doug,Crossman,STL,D,6,196,50,2,2,3,3,2,2,Left,2,3,4,0,3,2,Bad
20,Rick,Zombo,STL,D,4,204,45,2,2,2,3,3,2,Right,2,0,4,0,2,3,Bad
21,Stephane,Quintal,STL,D,33,228,47,2,2,1,4,2,3,Right,3,0,4,4,3,3,Bad
22,Lee,Norwood,STL,D,20,204,47,2,2,2,3,1,3,Left,2,2,3,2,2,4,Bad
23,Bret,Hedican,STL,D,44,204,41,2,2,1,1,2,3,Left,2,0,1,3,2,2,Bad
24,Curt,Giles,STL,D,2,180,43,3,2,1,3,1,2,Left,2,0,3,3,1,2,Bad
25,Murray,Baron,STL,D,34,220,44,3,3,1,2,2,2,Left,2,1,2,5,1,3,Bad
1,Wendell,Young,TB,G,1,188,48,3,3,2,2,3,0,Right,0,0,3,2,3,3,Bad
2,Pat,Jablonski,TB,G,35,180,42,2,3,2,2,2,0,Left,0,0,2,2,2,2,Bad
3,J.C.,Bergeron,TB,G,30,196,40,2,3,2,2,2,0,Right,0,0,1,1,1,1,Bad
